barcode;amount 
26016276789;19
25324593753;7
55957229773;10
30144066124;1
73601730601;4
89896639106;20
60548941602;5
14458104125;14
93990829799;7
67510845116;9
35912668021;3
76486312023;3
49674713623;8
42040211165;8
31523689940;15
12696468365;8
80156763665;9
50461530752;17
31246272813;9
95423894904;9
40125932025;12
76349951413;11
54002504612;4
52461038553;7
15892725657;21
70394026177;5
27777019788;20
50571695017;31
60128435204;2
64476414572;1
53975320816;8
22385455109;3
76137339069;12
20958134403;26
53423261759;2
37685607162;5
54765976861;9
59807485608;22
23720336072;6
41553793421;10
24270471276;11
56045649546;10
32895039021;7
16997944397;6
72403068659;10
43443969779;4
98735779683;2
56347453879;10
84586954053;7
16252896159;16
81914898861;9
41473512793;5
88298836983;2
21649274457;17
83422208069;4
82890410058;9
29584627921;5
70315737903;13
63244662535;11
38108685548;17
13771516991;2
64020557075;7
27872399016;18
23744257200;2
31982625826;3
15359543588;5
31799135017;18
45264294352;9
29823729018;6
28714028523;14
68306516518;9
77880582543;10
58327966399;14
33018147815;7
68710647224;2
19340115586;20
10336056215;3
72972407069;6
43891324006;2
22710047562;12
40795655436;13
80569138598;17
81757843023;15
91610089746;13
17887372317;14
63942778515;9
44754039950;2
81421477745;5
35091379128;10
17887372317;14
17056974996;4
22703857243;10
44545029911;5
13592910877;8
76289069585;10
79148343988;2
99938607106;8
25706703691;9
77299943897;8
28714028523;14
85015970200;16
21458399392;6
39139443103;7
68486748335;10
58614288265;15
35582741384;7
75380291734;5
90530328146;6
61916595065;1
36085669640;9
76294367120;4
99898513493;1
58502862470;11
19026149002;4
35907347136;4
96628146788;4
72872849929;3
10950496115;1
10538551114;10
10313745722;4
95584132322;7
16625447517;1
42979324166;5
29542962668;3
21703945801;16
86239751664;3
54047356252;8
57383101998;4
82370176308;3
99585039007;16
23032790051;8
26030598683;8
42387707597;1
90220916130;3
73674216737;1
93079881190;2
47349166709;9
75048721384;22
15653528864;3
40627817029;20
29513857657;1
97657223947;12
22967205358;24
48802092509;5
28684550119;16
39569827068;10
51909686583;8
73740007066;10
99792191527;2
48073239921;14
96116126744;4
88827170650;11
38787836683;3
95657353286;7
82028341652;4
86534590870;12
34797406887;24
95329362678;2
42657921933;1
36328115986;3
41186427984;9
79551261002;10
47480327055;26
33017613617;10
51091175677;9
96799088147;14
73065828804;4
67898569896;10
71602200814;4
82621395568;12
29666476589;9
85122486528;18
33324728785;8
56697312432;3
65507940426;10
95137419154;17
96981400445;12
45394130689;21
71094114130;9
55104629126;7
86239751664;3
55036049717;7
83383717881;14
58378355000;7
31122397265;14
19380825759;2
65590854235;5
62517787181;15
93705000134;9
35898941231;21
29672050562;12
29156276090;19
81247932141;4
46319600457;10
43085438410;1
22827252225;1
25335243349;11
39154335819;1
39085058999;2
34058067002;7
81650039176;8
80997403070;6
37167327442;24
46152015816;12
41695336166;18
59438114349;7
71243129896;8
29595262232;3
77339866314;13
73508272700;7
19997642728;1
38776615301;1
23404721461;18
83502381580;8
33303444010;5
37997369338;7
58147453254;12
17697497490;6
22785485283;17
30800654408;10
20478561861;16
12948139227;7
30254173745;1
84940499231;4
66394463055;7
83383717881;14
84732859656;8
35111190130;24
77440159392;8
77835580846;9
93421294987;6
91268490917;2
76068993280;4
44829180381;3
87967973294;2
17855291823;11
30217940344;5
39764131787;3
20027788119;17
86901283154;17
51526611579;3
46237780323;6
75266463741;11
53559332561;7
41115858990;10
52877917467;4
71146254202;18
55761943995;6
54620256925;16
94978749867;10
34974155472;7
22005380173;10
74509557286;6
53696912858;10
95381231474;4
67795095132;10
39025783882;9
62145385449;4
40692258207;17
93709250563;2
23404721461;18
27324471047;7
38903147092;9
74493784005;13
72984000819;8
96151403064;14
13448164755;13
59311127883;17
77809757825;6
86963726215;13
43491377153;9
43970141754;2
26344147015;4
91393570417;4
18376409843;2
75547749688;11
75547749688;11
48543740989;11
12391123829;7
27212227292;8
34226084802;16
34429555986;3
62249205488;2
53581523743;6
75252614479;6
76633306091;12
17470466418;8
20131006044;2
25335243349;11
37963055267;1
70147487276;7
25820931131;16
53063812101;10
47788734663;4
89950807976;18
29844643351;9
31894492753;13
75857721844;6
73199138979;5
94874652615;18
51462237858;9
42476262226;2
13494263296;4
16777592696;2
95838976427;3
52911322221;1
32497847096;6
68479654309;18
18616379361;10
35111190130;24
87327949930;18
88168839895;2
28867188305;4
15951953603;7
91449769785;6
94738328611;5
55506514831;6
74701148918;15
53940516112;2
35416680734;6
22710047562;12
35690930497;6
28795011192;11
75509766394;10
57385964102;5
91654183069;5
93472012257;1
85589322648;6
87261722050;4
54985249964;3
89838028921;23
21447530806;5
66545921160;24
58270280850;27
85685997558;6
96966072886;14
20287487705;3
10206431360;9
74924153753;10
64459812621;9
12132055878;10
59229966303;7
73263044395;12
62199096831;7
59498610446;1
38577230264;5
18772843788;21
33426605545;8
61016752212;4
94617278059;12
31401592563;6
18816557539;8
98952562576;5
78062327899;6
35354146284;7
67401904576;5
64737953316;9
55135677948;19
54521074888;1
76018605257;27
82488027810;6
72069748403;8
70731070665;20
15885569420;12
56184643286;10
75162874147;10
34149857942;9
40413447876;13
96393288895;4
56522850641;7
43878129036;7
41494489517;3
69695024727;12
34690589994;7
44697325748;4
28175859414;13
66923403837;1
86942431512;3
83957873658;5
41744577765;10
70988037192;7
50011533000;5
35220310002;5
31682551025;6
19224163318;9
67654558895;5
50634314267;20
83106267751;7
93704454779;3
97324167489;1
37088750018;5
55891885906;6
37582785160;6
62415289978;10
96557460972;5
64679148569;2
16503931389;4
61350670350;6
17996610664;11
21544730236;4
81034332302;9
28291563968;8
81850047975;10
40190320414;7
67465214161;10
50376759926;10
34313062309;10
60080057130;3
66849970303;1
34515688215;5
39212332634;3
84974051728;16
63362710500;2
75074190972;5
93852996372;15
17518780598;3
73530019231;13
92222103901;27
63305837976;4
38067242515;8
60056240211;7
49269317040;9
33862726050;17
11363943523;3
16122266006;8
40395362508;10
39936257500;7
82165061002;30
97381055277;2
83125340853;11
67668024417;6
92676556858;9
49476752138;7
10767220497;13
92674806807;17
73784660291;8
93970728278;19
46009249586;15
62122580699;5
20178639561;8
63872222286;8
23561545979;5
72617193059;9
29860395943;10
40379412115;15
49501773051;15
14523563214;5
94188174645;7
41949034421;1
57496031303;3
57517928757;3
72927652993;8
41654511823;8
87334878136;12
68501951509;23
48073239921;14
30142955387;9
80750489882;2
12120382571;3
87106228887;3
23573200216;8
95978163941;6
19813017245;10
25495823841;9
75048721384;22
92542075554;5
45281718022;20
50747957942;9
56047633962;7
55703811619;2
85367879711;7
47349166709;9
95419992092;10
69996163582;10
27758977572;9
21668158360;4
35892359325;7
79939842109;2
72995654043;5
18059608461;17
40219479195;2
79730431505;1
37167327442;24
68501951509;23
35432088689;5
80914608073;6
53594688531;16
14165856426;11
47399111001;10
74715714253;16
47240766423;8
83922377242;15
55968607427;8
16889685780;2
61286526628;6
88165631863;7
35824297369;1
77531270453;8
71794680657;2
59242133013;4
41392173486;10
65914827700;5
42679766458;10
50171050854;9
19646884189;4
61357154022;9
62891731987;11
89160243329;2
66338035006;17
67316500891;18
11683662886;10
67984973068;7
23030062238;12
35305285832;5
94143522498;22
16404856308;3
41200859889;10
76655414934;13
21933417290;10
17880804650;18
12509737006;6
95297137839;1
88675911316;8
98963023019;15
81997728972;2
50318881085;5
43685981359;5
68662192879;9
54429730960;6
22454677038;8
10379764465;1
74539143645;2
80019064150;9
13820901593;5
33549434702;2
30786915571;18
69484336783;4
21321456847;8
94954223758;4
89950807976;18
57683088415;12
23156847273;3
15146130274;5
61141629347;7
78191486772;14
45850191570;6
44069587100;12
18693297796;2
16480816277;6
76101213827;7
44977821727;8
58128671318;6
98315975343;7
38808545295;3
31802868338;8
73503364728;18
52318678663;7
89102542199;7
22069382537;17
99907095004;10
79327597570;5
34963470820;1
16295504585;2
87334878136;12
86280047314;1
86996022674;14
91433001332;17
11241098527;17
66450864998;9
72741175650;1
68364636987;6
47022229671;6
19418693909;10
47510972565;2
33180540577;3
68137531815;8
30781778474;6
59174668433;11
10675154104;3
46516646073;9
91949759010;8
79737488279;9
39656518698;1
70052863837;5
87685753919;9
30869848608;4
54312043358;10
20888758742;5
89102542199;7
56511329081;8
59920279798;3
74854925356;11
13099544288;1
33862726050;17
56695207409;17
20311689747;14
76819969433;5
13913694855;9
70120632307;4
99803325827;5
97387812670;5
16222350276;3
38581342421;8
41431124319;19
64410955056;14
76763137829;7
59320044274;1
74389536842;10
51876349480;14
21549913438;13
71845377109;4
85326782339;12
66700945086;8
11289492020;7
73390340591;8
12319620083;11
50669886592;1
99515681317;7
41115858990;10
59636030891;14
41658635726;1
38871785849;3
13579750909;13
67803868715;5
23898132192;2
17567060895;10
39873391754;4
51345071359;13
86147522582;7
62610920838;2
83217028054;9
27324182833;3
74511756964;10
29840114463;22
28167851228;13
89219557738;8
62440802302;10
79384689361;2
75833133505;19
80578007902;6
92355784523;11
32111073573;17
67105345985;4
42937479548;3
36415034519;9
97920395384;13
38334777459;18
29299500777;2
37280071779;10
47591205780;20
24629406037;21
61888437130;3
43587586656;5
40203695972;3
64771286845;6
96651523711;9
45321917924;6
91611749947;1
62668434556;5
68740664199;2
99978615463;1
36801649798;6
40692258207;17
94738328611;5
12820640279;16
38944504546;6
91942855328;6
12754764482;9
70245480722;3
64798248777;14
42557682272;7
78614256998;13
28449962512;8
51624120614;1
15789283166;10
75527673163;6
20958134403;26
92072758142;13
47436833458;1
68479654309;18
85783493720;9
43017002279;4
65220396742;14
35898941231;21
24733232052;17
23353461953;14
92793400917;9
73534650269;8
44522067210;10
30571882562;12
56350099830;18
60351609870;5
72575190027;1
77879585586;9
95192911460;12
96110965899;10
25954847815;2
28897144639;8
90120981839;4
74677303765;8
59519289170;5
37866890695;5
71605473698;17
52559816977;16
55434282369;3
12266782176;3
34600974745;7
37630940303;5
10427238549;1
19812365406;9
39400863816;16
82529736984;9
36230006701;3
73127416698;5
14896166775;6
57917127122;15
43366242766;11
31122382934;1
64328419710;9
84544401525;16
27584090141;7
18358795087;5
69373462339;7
77960562314;9
79656987664;2
84327728085;2
44186607921;10
18816557539;8
11540975566;9
82799848895;4
92958651655;10
62546827400;6
80099708932;4
20115293689;1
75494123492;10
65861467875;4
22672028130;9
94020060391;5
85015970200;16
28244193461;13
75418423943;10
45452424397;6
93516447800;1
35608455430;6
25550243753;6
13370206181;8
84531714771;16
62677253985;3
15241653619;11
49711314727;12
70679534601;9
73750572943;1
74635783893;4
29541612005;3
65198104388;17
95137419154;17
87967973294;2
46869358634;10
45063799415;7
78803001010;13
92609189560;7
93442306699;6
76379863035;2
45118850790;2
55049607402;3
65954395374;11
57061853038;3
75120572101;14
12857681180;6
87918536450;9
63924768214;1
27199054816;5
65472328925;10
27829417310;10
83218295625;5
75961682440;3
39950674033;12
32437541046;6
49498555965;16
95591302050;1
57447856594;10
89911593081;3
80238297532;6
50165901843;17
65100597884;3
63382803416;2
41186427984;9
59559555113;6
70704895197;4
85146328147;2
53906661433;10
52130636094;4
50571695017;31
21000418071;4
76357204715;1
30909003250;2
28865497271;11
17465684106;3
58173835522;9
23661230308;8
62782874612;6
90794857380;25
54381729450;5
55185030731;14
56762324268;5
50747957942;9
48003482187;8
57415058776;15
35445465424;3
83021777922;8
40413447876;13
49769875884;7
78560936189;4
79800166488;8
58572942329;5
56680196658;1
37000031201;5
29840309625;9
68002628099;1
83906446309;10
92222103901;27
28291563968;8
77911226809;6
29599167124;2
39995773870;1
59476939187;1
96025464461;2
56762324268;5
56312605780;6
34202888476;10
12132055878;10
83170698939;3
11515069965;10
13975341569;4
79441388552;11
82165061002;30
18157965941;5
46918787648;22
91370081929;7
54719532841;1
20478561861;16
27506591149;5
83640781927;10
78160410569;26
34654981090;9
96017216890;7
87755927031;1
46417463138;17
41166351989;9
13102832400;13
78284966838;17
13335735868;7
24355169344;3
70138180706;2
73283142075;17
73064115078;1
61755279894;16
38720365589;3
49269317040;9
58632874407;20
91757794105;23
57381668908;15
27548540470;3
85437014339;1
57196535956;12
34881733730;10
14797807213;6
48168922869;13
91661434278;1
59480672128;5
44323068602;17
86394997684;14
22967205358;24
95347592259;8
13014616471;8
92366791804;10
93868087173;7
22155564480;5
77390032609;8
27392289275;7
84982441856;17
58791383292;9
80996557703;2
31661518074;11
84603833739;12
27047080806;12
11698850642;9
52737626031;9
18396894164;10
60436489444;3
76719548151;12
44679970374;3
81614113784;12
33933366375;5
57868430749;5
72663218680;8
19317857370;1
34060689956;9
78191486772;14
99910631971;7
62790853942;3
19209298663;2
63055850177;10
31849548792;5
49789243359;5
37090045945;6
93714562449;10
11806365154;16
92144938049;8
23477313511;2
36236506401;8
36651305667;1
54973820859;8
22962092284;19
99239212669;2
33778424594;1
43587586656;5
13861353004;9
93030827286;13
15413363225;17
92615137302;7
85632169275;15
82333102571;12
85212488407;13
53314553079;1
59924013530;20
66398672983;7
80835862053;5
76938893675;2
17103237747;1
25799370856;7
39293628375;7
86341951570;4
37804311271;9
52497738802;7
17775623990;10
59735307554;16
31092369780;7
65909318110;3
90570716299;12
34154162742;1
95078895242;5
91098919571;8
10486379767;10
75753488296;4
36482011207;5
49436345527;3
68303302736;19
73337596583;10
25820931131;16
70159583405;6
81509493184;7
49734726414;3
90035889490;14
13038835596;14
17460845254;5
63473878328;3
11495515405;2
20735608964;12
58130274043;12
65124526049;6
96930709767;9
29342092270;1
34797406887;24
37783874458;7
66790078293;19
96663813924;10
66994330136;10
39518733494;5
13958668330;8
27904986969;1
24533784170;18
49781950785;2
65958452344;14
83918377054;9
36830625846;5
34838375774;8
23811149466;7
26496614793;2
65414975871;7
26782928001;3
83295197420;2
24629406037;21
94891187327;22
79245647938;18
29893947240;14
68553935497;2
44862377832;6
76685302606;7
79808959364;3
29968857988;18
32111073573;17
78529792665;7
50960808437;11
63679666112;10
75863425517;6
84468237282;1
58878861493;9
46065846110;13
91616809853;18
65198104388;17
49802535993;2
33779563366;8
48417118723;3
76497328526;7
46009249586;15
26886842005;6
73273830581;5
87747568436;9
95053974402;7
88088296997;3
21151747264;10
71320627447;7
64678138659;12
79324722123;10
32475298689;9
61201029256;12
64940523598;7
63009101301;5
50018488588;1
78063083360;3
71437523547;10
96677603643;7
42061172403;6
46307191377;3
42665953268;3
44752687762;1
46051136489;3
68488832508;11
46152823279;8
55742603033;13
76018605257;27
29396037883;10
56225826380;4
47237047276;7
91757794105;23
54542307194;10
29860395943;10
80714109262;20
73197821987;4
30780950485;9
85181200623;10
32475298689;9
47394259343;5
51730475381;6
76719548151;12
80714109262;20
14905794880;4
84531714771;16
29386270731;9
18228892332;3
16317262050;7
52932428615;10
69287223189;10
89178797974;13
84282304631;6
69029015353;10
89968249947;12
34848363254;10
37297733439;12
70159583405;6
98037259289;24
73509348188;7
32098415340;2
28096371598;6
31497106131;13
93665620420;9
48971358942;14
31082667204;15
91601336496;13
40902599161;5
64452551163;13
33781936809;5
96409835232;13
21316838445;8
69871096344;5
66182380449;13
68089446746;6
63568712554;3
70315737903;13
75474562188;1
63557045493;12
15607531417;2
43975817245;1
42696393858;4
26908591233;17
17243128604;4
27300245189;18
93362434279;9
29284882438;13
48917666264;9
10564180909;10
80420784150;9
22695105396;9
31638805065;6
61691683133;5
23661230308;8
45154461269;8
64436838423;2
18165115171;4
86030876012;9
12319620083;11
45251301153;10
75017702217;6
24342442830;6
58056672136;9
78427673920;2
80654918887;6
31463421163;6
96419779214;4
16118379146;4
96514360223;13
11281780186;2
76311457110;8
87000446149;7
77261173687;8
48565704556;7
42767132762;10
96338869431;10
48065771481;5
71157427036;3
75574203497;5
23811149466;7
15050619056;15
21682934403;10
57042756299;10
67889712417;6
30886008628;10
32815928430;17
34049968552;8
28957183797;9
90657989463;7
93820576297;3
31523689940;15
19431937228;9
90570716299;12
73503364728;18
98473408500;2
73036429454;8
67780099729;7
50433537571;8
31850047425;4
80997403070;6
61698614898;2
52110669143;28
17247455802;1
46821686565;16
57340173080;11
76397940448;1
99803961552;10
48139997022;2
53594688531;16
34523855791;5
44139904450;10
53983908039;1
92318660142;5
37596096644;3
23154816745;8
92072758142;13
15311282623;9
71131395632;10
82123716564;5
96981400445;12
88145406696;5
48641230411;5
92313908410;14
92024961042;5
64749265804;8
84491974328;7
58954974692;8
34774857531;11
98069559643;17
32240279745;4
62224207569;5
80238297532;6
13716653535;7
27866941596;11
66443762439;1
36433294045;11
58614288265;15
25285410405;15
63401899360;7
93092343176;9
46417463138;17
97702727213;2
94891187327;22
82111728224;13
34950675493;8
22589992947;7
94019033556;2
76973754155;8
50224820273;2
54276374645;1
70052863837;5
36992496329;1
42140077771;1
77185597303;7
39437827769;4
41737852346;2
74063085987;5
67182645863;8
19063684592;3
63983199570;10
81356690046;7
46822505805;1
33517626192;8
10591847069;18
24714779076;18
30358121737;5
71090955380;2
68522763905;2
47696308713;5
67240642031;10
21802042736;1
41822190741;5
89226086215;9
66338035006;17
83375049103;17
71193673814;6
57520298534;7
41540620740;5
43626939870;2
46011649573;11
85858273394;8
34074292632;9
16398510869;9
36212400317;9
78230612751;21
94219463520;6
12249201413;6
71412546529;7
30033483575;10
48036117990;5
59515591590;7
34053990810;4
67533867068;2
27198912222;2
58974453010;4
59357324108;1
30435784176;5
10319976634;10
20311689747;14
47830542257;9
46495558766;5
62453509292;7
31784054838;9
96622197949;2
86015722108;19
65766881594;24
66218224606;4
53829766071;2
50093722757;14
85607915091;5
31801694041;2
24679506867;9
92854845222;2
21624837123;7
15892725657;21
86534590870;12
93887130056;6
55885454098;3
14638425546;3
10564180909;10
60652651467;9
81125507194;9
42375905799;9
24597692909;4
15685492348;15
73857734751;14
13198907362;5
52171180151;2
86996022674;14
77545379741;7
93647147036;6
45041513150;4
43758912573;7
22130808396;8
33808360069;11
50324891594;8
10716513231;18
15755798595;12
17654362016;8
54978254992;5
18152207665;1
17679903489;11
83871149807;3
44991754816;11
47476083100;3
48741173513;7
56183885343;4
47591205780;20
99099123645;7
84564017552;11
97201847607;5
51588480066;9
58521682342;11
13990831340;1
98943767259;7
37589970811;18
51910412005;9
71482408298;5
55813270841;4
82440159092;10
15519301655;11
90268511706;9
24814569961;10
62357359461;10
26569535959;4
75518269709;2
58358049401;3
78209527148;2
84191688980;6
13256640561;10
82229491821;11
27316323545;6
69063103129;15
40563085708;9
27833650262;2
24004437023;10
28510113487;11
84084496590;10
90548682235;11
11444182109;9
15757741048;5
15685492348;15
84812921534;7
73837022687;16
74701148918;15
31508004277;10
41946722443;1
98865103858;5
80414461129;8
35334244687;1
79501984751;7
94271532765;29
98366771319;9
71069920672;12
73936320102;2
59432225230;10
45680882529;9
33156510241;14
76001782222;3
77533440801;16
21472563178;7
21759562081;12
95629716297;30
86305628460;10
73948099243;2
26016276789;19
92829870597;5
50845470462;8
99272505087;4
81614113784;12
20735608964;12
47683502887;6
77250784631;10
18906629569;2
90153074462;1
24533784170;18
77339866314;13
88603248511;1
43030441588;17
19125875857;8
47788296059;9
49293191392;15
42249912741;10
96980965178;4
46516646073;9
61939468630;5
23232257366;1
71544053128;6
60761177851;10
99067136431;4
32861366439;5
57781434887;6
62195946564;23
20829536198;5
24537547683;7
21763742111;10
15482309116;7
36414675612;2
20540147096;10
84082643073;6
62891731987;11
92829870597;5
38642289825;18
47937197815;1
47020677252;2
62891731987;11
47745468363;6
13901613395;4
70578268949;14
16035604490;17
97370744536;8
92011338424;6
18125345322;5
13282189962;10
23509417161;6
63573101545;10
33674047497;9
71845377109;4
64798248777;14
40125932025;12
34364570784;3
73558185471;3
83980939210;2
85773934867;7
82897485163;19
12609990413;8
64612019841;5
11176671679;12
15149167700;8
22353987393;8
59056940354;8
50746595739;5
31082667204;15
49682217278;4
16212928557;10
56686922709;13
67923560054;7
95007155832;9
10711387679;4
34474852943;5
13499407831;9
48905100168;1
44076105762;8
18639076730;10
71293693238;7
64658863509;7
76520555740;7
93954754309;8
76736916463;5
49118315244;23
68089446746;6
96332467525;10
46075276773;8
49253040832;1
53724364166;2
73503364728;18
79084325476;1
97633717533;8
55809490927;6
73568070994;13
88293727338;21
31632556546;7
95974506685;7
80496383272;9
45981752627;4
31610161331;18
75026701064;4
86880760801;8
12876524902;4
49454522208;10
43036097053;6
24490961055;9
19782098731;7
47102905090;21
68388963757;4
96342616073;11
37220459877;10
35814083386;6
15169174426;13
53063812101;10
21829691873;6
45860301646;1
